id,predicted_class,predicted_group,expected_group,consistent
TEST_01329,카이엔_PO536_2019_2023,기타 독일차,기타 독일차,True
TEST_01330,코나_2018_2020,현대,현대,True
TEST_01331,렉스턴_스포츠_칸_2019_2020,기타,기타,True
TEST_01332,7시리즈_G11_2016_2018,BMW,BMW,True
TEST_01333,프리우스_4세대_2019_2022,일본/프랑스,일본/프랑스,True
TEST_01334,쿠퍼_컨트리맨_2012_2015,기타 독일차,기타 독일차,True
TEST_01335,XC90_2세대_2017_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_01336,7시리즈_G11_2019_2022,BMW,BMW,True
TEST_01337,8시리즈_G15_2020_2024,BMW,BMW,True
TEST_01338,SM5_노바_2015_2019,일본/프랑스,일본/프랑스,True
TEST_01339,쿠퍼_컨버터블_2016_2024,기타 독일차,기타 독일차,True
TEST_01340,디_올뉴그랜저_2023_2025,현대,현대,True
TEST_01341,7시리즈_G11_2019_2022,BMW,BMW,True
TEST_01342,더_뉴_모닝_2015_2016,기아,기아,True
TEST_01343,X5_F15_2014_2018,BMW,BMW,True
TEST_01344,더_뉴_아반떼_AD_2019_2020,현대,현대,True
TEST_01345,레인지로버_4세대_2014_2017,유럽 프리미엄,유럽 프리미엄,True
TEST_01346,더_뉴_팰리세이드_2023_2024,현대,현대,True
TEST_01347,더_뉴_카니발_4세대_2024_2025,기아,기아,True
TEST_01348,C_클래스_W206_2022_2024,벤츠,벤츠,True
TEST_01349,C_클래스_W206_2022_2024,벤츠,벤츠,True
TEST_01350,머스탱_2015_2023,미국,미국,True
TEST_01351,i4_2022_2024,BMW,BMW,True
TEST_01352,뉴_CC_2012_2016,기타 독일차,기타 독일차,True
TEST_01353,더_뉴_SM6_2021_2024,일본/프랑스,일본/프랑스,True
TEST_01354,레인지로버_스포츠_2세대_2018_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_01355,레인지로버_스포츠_2세대_2013_2017,유럽 프리미엄,유럽 프리미엄,True
TEST_01356,디스커버리_5_2022_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_01357,르반떼_2017_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_01358,GV80_2020_2022,제네시스,제네시스,True
TEST_01359,뉴_QM5_2012_2014,일본/프랑스,일본/프랑스,True
TEST_01360,디_올뉴그랜저_2023_2025,현대,현대,True
TEST_01361,MKC_2015_2018,미국,미국,True
TEST_01362,그랜저TG_2007_2008,현대,현대,True
TEST_01363,Q7_4M_2020_2023,기타 독일차,기타 독일차,True
TEST_01364,EV6_2022_2024,기아,기아,True
TEST_01365,디_올뉴코나_2023_2025,현대,현대,True
TEST_01366,투싼_NX4_2021_2023,현대,현대,True
TEST_01367,더_뉴_카니발_2019_2020,기아,기아,True
TEST_01368,2시리즈_그란쿠페_F44_2020_2024,BMW,BMW,True
TEST_01369,All_New_XJ_2016_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_01370,더_뉴_셀토스_2023_2025,기아,기아,True
TEST_01371,그랜드_스타렉스_2016_2018,현대,현대,True
TEST_01372,X5_G05_2024_2025,BMW,BMW,True
TEST_01373,기블리_2014_2023,유럽 프리미엄,유럽 프리미엄,True
TEST_01374,M4_F82_2015_2020,BMW,BMW,True
TEST_01375,MKC_2015_2018,미국,미국,True
TEST_01376,티볼리_에어_2016_2019,기타,기타,True
TEST_01377,뉴QM3_2018_2019,일본/프랑스,일본/프랑스,True
TEST_01378,레이_2012_2017,기아,기아,True
TEST_01379,시에나_4세대_2021_2024,일본/프랑스,일본/프랑스,True
TEST_01380,뉴_티구안_2012_2016,기타 독일차,기타 독일차,True
TEST_01381,올_뉴_쏘렌토_2015_2017,기아,기아,True
TEST_01382,더_뉴_팰리세이드_2023_2024,현대,현대,True
TEST_01383,더_뉴_아이오닉_하이브리드_2020,현대,현대,True
TEST_01384,익스플로러_6세대_2020_2025,미국,미국,True
TEST_01385,콜로라도_2020_2020,미국,미국,True
TEST_01386,디스커버리_4_2010_2016,유럽 프리미엄,유럽 프리미엄,True
TEST_01387,G80_2017_2020,제네시스,제네시스,True
TEST_01388,X5_F15_2014_2018,BMW,BMW,True
TEST_01389,A7_2012_2016,기타 독일차,기타 독일차,True
TEST_01390,트레일블레이저_2023,미국,미국,True
TEST_01391,3시리즈_E90_2005_2012,BMW,BMW,True
TEST_01392,3시리즈_G20_2019_2022,BMW,BMW,True
TEST_01393,XJ_8세대_2010_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_01394,에쿠스_신형_2010_2015,현대,현대,True
TEST_01395,뉴_MKZ_2017_2020,미국,미국,True
TEST_01396,Q3_F3_2020_2024,기타 독일차,기타 독일차,True
TEST_01397,뉴_MKZ_2017_2020,미국,미국,True
TEST_01398,S90_2017_2020,유럽 프리미엄,유럽 프리미엄,True
TEST_01399,XJ_8세대_2010_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_01400,X5_F15_2014_2018,BMW,BMW,True
TEST_01401,뉴_G80_2025_2026,제네시스,제네시스,True
TEST_01402,그랑_콜레오스_2025,일본/프랑스,일본/프랑스,True
TEST_01403,디스커버리_5_2022_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_01404,캠리_XV70_2018_2024,일본/프랑스,일본/프랑스,True
TEST_01405,더_뉴_렉스턴_스포츠_칸_2021_2025,기타,기타,True
TEST_01406,쏘나타_디_엣지_DN8_2024_2025,현대,현대,True
TEST_01407,렉스턴_스포츠_칸_2019_2020,기타,기타,True
TEST_01408,GLS_클래스_X166_2017_2019,벤츠,벤츠,True
TEST_01409,5시리즈_GT_F07_2010_2017,BMW,BMW,True
TEST_01410,디스커버리_5_2022_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_01411,A7_4K_2020_2024,기타 독일차,기타 독일차,True
TEST_01412,렉스턴_스포츠_칸_2019_2020,기타,기타,True
TEST_01413,올_뉴_카마로_2017_2018,미국,미국,True
TEST_01414,스포티지_5세대_2022_2024,기아,기아,True
TEST_01415,디스커버리_4_2010_2016,유럽 프리미엄,유럽 프리미엄,True
TEST_01416,M5_F90_2018_2023,BMW,BMW,True
TEST_01417,G70_2018_2020,제네시스,제네시스,True
TEST_01418,올_뉴_K3_2019_2021,기아,기아,True
TEST_01419,더_뉴_싼타페_2021_2023,현대,현대,True
TEST_01420,티구안_올스페이스_2018_2023,기타 독일차,기타 독일차,True
TEST_01421,1시리즈_F20_2013_2015,BMW,BMW,True
TEST_01422,7시리즈_G11_2019_2022,BMW,BMW,True
TEST_01423,더_뉴_SM6_2021_2024,일본/프랑스,일본/프랑스,True
TEST_01424,카니발_4세대_2022_2023,기아,기아,True
TEST_01425,마칸_2014_2018,기타 독일차,기타 독일차,True
TEST_01426,3시리즈_E90_2005_2012,BMW,BMW,True
TEST_01427,더_뉴_레이_2018_2022,기아,기아,True
TEST_01428,뉴_ES300h_2013_2015,일본/프랑스,일본/프랑스,True
TEST_01429,911_2003_2019,기타 독일차,기타 독일차,True
TEST_01430,티볼리_2015_2018,기타,기타,True
TEST_01431,카이엔_PO536_2019_2023,기타 독일차,기타 독일차,True
TEST_01432,G90_RS4_2022_2025,제네시스,제네시스,True
TEST_01433,박스터_718_2017_2024,기타 독일차,기타 독일차,True
TEST_01434,YF쏘나타_2009_2012,현대,현대,True
TEST_01435,모델_3_2024_2025,미국,미국,True
TEST_01436,2008_2015_2017,기타,기타,True
TEST_01437,아반떼_N_2022_2023,현대,현대,True
TEST_01438,더_뉴_말리부_2019_2022,미국,미국,True
TEST_01439,더_뉴_아이오닉_하이브리드_2020,현대,현대,True
TEST_01440,올_뉴_모닝_2012_2015,기아,기아,True
TEST_01441,더_뉴_트랙스_2017_2022,미국,미국,True
TEST_01442,머스탱_2015_2023,미국,미국,True
TEST_01443,그랜드_스타렉스_2016_2018,현대,현대,True
TEST_01444,레인지로버_스포츠_2세대_2018_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_01445,레인지로버_이보크_2세대_2023_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_01446,르반떼_2017_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_01447,싼타페_TM_2019_2020,현대,현대,True
TEST_01448,GLA_클래스_H247_2020_2025,벤츠,벤츠,True
TEST_01449,티볼리_2015_2018,기타,기타,True
TEST_01450,CT6_2016_2018,미국,미국,True
TEST_01451,911_992_2020_2024,기타 독일차,기타 독일차,True
TEST_01452,GLC_클래스_X253_2020_2022,벤츠,벤츠,True
TEST_01453,XJ_8세대_2010_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_01454,3시리즈_F30_2013_2018,BMW,BMW,True
TEST_01455,파나메라_971_2017_2023,기타 독일차,기타 독일차,True
TEST_01456,X6_G06_2024_2025,BMW,BMW,True
TEST_01457,올_뉴_K3_2019_2021,기아,기아,True
TEST_01458,아반떼_하이브리드_CN7_2021_2023,현대,현대,True
TEST_01459,2시리즈_그란쿠페_F44_2020_2024,BMW,BMW,True
TEST_01460,M5_F90_2018_2023,BMW,BMW,True
TEST_01461,더_뉴_말리부_2019_2022,미국,미국,True
TEST_01462,카니발_4세대_2021,기아,기아,True
TEST_01463,디스커버리_5_2022_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_01464,더_뉴_K3_2016_2018,기아,기아,True
TEST_01465,CLA_클래스_C117_2014_2019,벤츠,벤츠,True
TEST_01466,EQS_V297_2022_2023,벤츠,벤츠,True
TEST_01467,K5_하이브리드_3세대_2020_2023,기아,기아,True
TEST_01468,더_뉴_K3_2016_2018,기아,기아,True
TEST_01469,X1_U11_2023_2024,BMW,BMW,True
TEST_01470,XE_2016_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_01471,Q30_2017_2019,일본/프랑스,일본/프랑스,True
TEST_01472,718_박스터_2017_2024,기타 독일차,기타 독일차,True
TEST_01473,파사트_GT_B8_2018_2022,기타 독일차,기타 독일차,True
TEST_01474,X3_G01_2018_2021,BMW,BMW,True
TEST_01475,C_클래스_W206_2022_2024,벤츠,벤츠,True
TEST_01476,E_클래스_W213_2021_2023,벤츠,벤츠,True
TEST_01477,올_뉴_카니발_2015_2019,기아,기아,True
TEST_01478,K7_프리미어_하이브리드_2020_2021,기아,기아,True
TEST_01479,더_뉴_투싼_NX4_2023_2025,현대,현대,True
TEST_01480,올란도_2012_2018,미국,미국,True
TEST_01481,더_뉴_셀토스_2023_2025,기아,기아,True
TEST_01482,토레스_2023_2025,기타,기타,True
TEST_01483,6시리즈_GT_G32_2018_2020,BMW,BMW,True
TEST_01484,올_뉴_K3_2019_2021,기아,기아,True
TEST_01485,e_트론_2020_2023,기타 독일차,기타 독일차,True
TEST_01486,7시리즈_G11_2016_2018,BMW,BMW,True
TEST_01487,B_클래스_W246_2013_2018,벤츠,벤츠,True
TEST_01488,캠리_XV70_2018_2024,일본/프랑스,일본/프랑스,True
TEST_01489,더_뉴_아반떼_2014_2016,현대,현대,True
TEST_01490,X1_F48_2020_2022,BMW,BMW,True
TEST_01491,X4_F26_2015_2018,BMW,BMW,True
TEST_01492,아슬란_2015_2018,현대,현대,True
TEST_01493,더_뉴_렉스턴_스포츠_2021_2025,기타,기타,True
TEST_01494,아반떼_MD_2011_2014,현대,현대,True
TEST_01495,X3_G01_2022_2024,BMW,BMW,True
TEST_01496,5시리즈_G60_2024_2025,BMW,BMW,True
TEST_01497,GV70_2021_2023,제네시스,제네시스,True
TEST_01498,더_뉴_맥스크루즈_2016_2018,현대,현대,True
TEST_01499,레인지로버_벨라_2018_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_01500,G_클래스_W463b_2019_2025,벤츠,벤츠,True
TEST_01501,코나_SX2_2023_2025,현대,현대,True
TEST_01502,레인지로버_스포츠_2세대_2018_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_01503,스팅어_마이스터_2021_2023,기아,기아,True
TEST_01504,5시리즈_G30_2017_2023,BMW,BMW,True
TEST_01505,레인지로버_벨라_2018_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_01506,싼타페_더_프라임_2016_2018,현대,현대,True
TEST_01507,A6_C8_2019_2025,기타 독일차,기타 독일차,True
TEST_01508,모닝_어반_JA_2021_2023,기아,기아,True
TEST_01509,뉴_SM5_플래티넘_2013_2014,일본/프랑스,일본/프랑스,True
TEST_01510,디_올뉴코나_2023_2025,현대,현대,True
TEST_01511,쿠퍼_컨트리맨_2016_2024,기타 독일차,기타 독일차,True
TEST_01512,G80_RG3_2025,제네시스,제네시스,True
TEST_01513,어코드_10세대_2018_2022,일본/프랑스,일본/프랑스,True
TEST_01514,레인지로버_5세대_2023_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_01515,X1_F48_2016_2019,BMW,BMW,True
TEST_01516,아이오닉6_2023_2025,현대,현대,True
TEST_01517,더_뉴_아반떼_AD_2019_2020,현대,현대,True
TEST_01518,레이_2012_2017,기아,기아,True
TEST_01519,K8_하이브리드_2022_2024,기아,기아,True
TEST_01520,골프_7세대_2013_2016,기타 독일차,기타 독일차,True
TEST_01521,6시리즈_GT_G32_2021_2024,BMW,BMW,True
TEST_01522,SM5_노바_2015_2019,일본/프랑스,일본/프랑스,True
TEST_01523,A4_B9_2016_2019,기타 독일차,기타 독일차,True
TEST_01524,올_뉴_K3_2019_2021,기아,기아,True
TEST_01525,더_뉴_모닝_2015_2016,기아,기아,True
TEST_01526,5008_2세대_2018_2019,기타,기타,True
TEST_01527,아반떼_AD_2016_2018,현대,현대,True
TEST_01528,ES300h_7세대_2019_2026,일본/프랑스,일본/프랑스,True
TEST_01529,YF쏘나타_2009_2012,현대,현대,True
TEST_01530,New_XF_2012_2015,유럽 프리미엄,유럽 프리미엄,True
TEST_01531,YF쏘나타_하이브리드_2011_2015,현대,현대,True
TEST_01532,에쿠스_신형_2010_2015,현대,현대,True
TEST_01533,티볼리_에어_2021_2022,기타,기타,True
TEST_01534,SM7_뉴아트_2008_2011,일본/프랑스,일본/프랑스,True
TEST_01535,벨로스터_JS_2018_2020,현대,현대,True
TEST_01536,코나_2018_2020,현대,현대,True
TEST_01537,GLC_클래스_X253_2023,벤츠,벤츠,True
TEST_01538,뉴QM3_2018_2019,일본/프랑스,일본/프랑스,True
TEST_01539,CLS_클래스_W218_2012_2017,벤츠,벤츠,True
TEST_01540,캠리_XV70_2018_2024,일본/프랑스,일본/프랑스,True
TEST_01541,싼타페_더_프라임_2016_2018,현대,현대,True
TEST_01542,라브4_4세대_2013_2018,일본/프랑스,일본/프랑스,True
TEST_01543,5008_2세대_2021_2024,기타,기타,True
TEST_01544,어코드_10세대_2018_2022,일본/프랑스,일본/프랑스,True
TEST_01545,3시리즈_F30_2013_2018,BMW,BMW,True
TEST_01546,더_올뉴G80_2021_2024,현대,현대,True
TEST_01547,올_뉴_렉스턴_2021_2025,기타,기타,True
TEST_01548,GLC_클래스_X254_2023_2025,벤츠,벤츠,True
TEST_01549,EQS_V297_2022_2023,벤츠,벤츠,True
TEST_01550,에스컬레이드_2015_2020,미국,미국,True
TEST_01551,MKC_2015_2018,미국,미국,True
TEST_01552,아이오닉6_2023_2025,현대,현대,True
TEST_01553,뷰티풀_코란도_2019_2024,기타,기타,True
TEST_01554,GLS_클래스_X167_2020_2024,벤츠,벤츠,True
TEST_01555,911_992_2020_2024,기타 독일차,기타 독일차,True
TEST_01556,그랜저_IG_2017_2019,현대,현대,True
TEST_01557,벨로스터_JS_2018_2020,현대,현대,True
TEST_01558,더_뉴_셀토스_2023_2025,기아,기아,True
TEST_01559,EQE_V295_2022_2024,벤츠,벤츠,True
TEST_01560,카니발_4세대_2021,기아,기아,True
TEST_01561,더_뉴_아반떼_AD_2019_2020,현대,현대,True
TEST_01562,K8_하이브리드_2022_2024,기아,기아,True
TEST_01563,C_클래스_W204_2008_2015,벤츠,벤츠,True
TEST_01564,티볼리_에어_2016_2019,기타,기타,True
TEST_01565,더_뉴_그랜드_스타렉스_2018_2021,현대,현대,True
TEST_01566,더_뉴_쏘렌토_4세대_2024_2025,기아,기아,True
TEST_01567,GLC_클래스_X254_2023_2025,벤츠,벤츠,True
TEST_01568,V60_크로스컨트리_2세대_2020_2025,유럽 프리미엄,유럽 프리미엄,True
TEST_01569,아반떼_하이브리드_CN7_2021_2023,현대,현대,True
TEST_01570,SM6_2016_2020,일본/프랑스,일본/프랑스,True
TEST_01571,XC40_2019_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_01572,M4_F82_2015_2020,BMW,BMW,True
TEST_01573,디_올뉴그랜저_2023_2025,현대,현대,True
TEST_01574,2008_2015_2017,기타,기타,True
TEST_01575,C_클래스_W206_2022_2024,벤츠,벤츠,True
TEST_01576,티볼리_에어_2021_2022,기타,기타,True
TEST_01577,익스플로러_2018_2019,미국,미국,True
TEST_01578,E_클래스_W212_2010_2016,벤츠,벤츠,True
TEST_01579,5시리즈_GT_F07_2010_2017,BMW,BMW,True
TEST_01580,5시리즈_G60_2024_2025,BMW,BMW,True
TEST_01581,5008_2세대_2021_2024,기타,기타,True
TEST_01582,컨티넨탈_10세대_2017_2019,미국,미국,True
TEST_01583,아슬란_2015_2018,현대,현대,True
TEST_01584,더_뉴_아이오닉_하이브리드_2020,현대,현대,True
TEST_01585,Q50_2014_2017,일본/프랑스,일본/프랑스,True
TEST_01586,더_뉴_쏘렌토_4세대_2024_2025,기아,기아,True
TEST_01587,뉴_스타일_코란도_C_2017_2019,기타,기타,True
TEST_01588,더_뉴_그랜저_IG_2020_2023,현대,현대,True
TEST_01589,K5_2세대_2016_2018,기아,기아,True
TEST_01590,머스탱_2015_2023,미국,미국,True
TEST_01591,올란도_2012_2018,미국,미국,True
TEST_01592,올_뉴_모닝_JA_2017_2020,기아,기아,True
TEST_01593,더_뉴_쏘렌토_2018_2020,기아,기아,True
TEST_01594,EQ900_2016_2018,제네시스,제네시스,True
TEST_01595,익스플로러_2016_2017,미국,미국,True
TEST_01596,모델_3_2024_2025,미국,미국,True
TEST_01597,팰리세이드_2019_2022,현대,현대,True
TEST_01598,레인지로버_이보크_2세대_2020_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_01599,디스커버리_4_2010_2016,유럽 프리미엄,유럽 프리미엄,True
TEST_01600,더_뉴_K7_2013_2016,일본/프랑스,기아,False
TEST_01601,LF_쏘나타_2015_2017,현대,현대,True
TEST_01602,액티언_2세대_2025,기타,기타,True
TEST_01603,K7_프리미어_하이브리드_2020_2021,기아,기아,True
TEST_01604,3시리즈_GT_F34_2014_2021,BMW,BMW,True
TEST_01605,더_뉴_렉스턴_스포츠_칸_2021_2025,기타,기타,True
TEST_01606,더_넥스트_스파크_2016_2018,미국,미국,True
TEST_01607,트랙스_크로스오버_2024_2025,미국,미국,True
TEST_01608,X3_G01_2018_2021,BMW,BMW,True
TEST_01609,SM3_네오_2015_2019,일본/프랑스,일본/프랑스,True
TEST_01610,A_클래스_W177_2020_2025,벤츠,벤츠,True
TEST_01611,5008_2세대_2018_2019,기타,기타,True
TEST_01612,더_뉴_아반떼_CN7_2023_2025,현대,현대,True
TEST_01613,더_올뉴G80_2021_2024,현대,현대,True
TEST_01614,싼타페_MX5_2024_2025,현대,현대,True
TEST_01615,1시리즈_F20_2016_2019,BMW,BMW,True
TEST_01616,컨티넨탈_GT_3세대_2018_2023,유럽 프리미엄,유럽 프리미엄,True
TEST_01617,더_K9_2019_2021,기아,기아,True
TEST_01618,GLS_클래스_X167_2020_2024,벤츠,벤츠,True
TEST_01619,레니게이드_2015_2017,미국,미국,True
TEST_01620,S_클래스_W222_2014_2020,벤츠,벤츠,True
TEST_01621,스토닉_2018_2020,기아,기아,True
TEST_01622,올_뉴_투싼_TL_2016_2018,현대,현대,True
TEST_01623,아반떼_MD_2011_2014,현대,현대,True
TEST_01624,GLE_클래스_W167_2019_2024,벤츠,벤츠,True
TEST_01625,더_뉴_렉스턴_스포츠_2021_2025,기타,기타,True
TEST_01626,시에나_4세대_2021_2024,일본/프랑스,일본/프랑스,True
TEST_01627,더_뉴_모닝_JA_2024_2025,기아,기아,True
TEST_01628,3008_2세대_2018_2023,기타,기타,True
TEST_01629,올_뉴_모닝_2012_2015,기아,기아,True
TEST_01630,스포티지_5세대_2022_2024,기아,기아,True
TEST_01631,더_뉴_싼타페_2021_2023,현대,현대,True
TEST_01632,기블리_2014_2023,유럽 프리미엄,유럽 프리미엄,True
TEST_01633,타이칸_2021_2025,기타 독일차,기타 독일차,True
TEST_01634,X3_G01_2018_2021,BMW,BMW,True
TEST_01635,익스플로러_2018_2019,미국,미국,True
TEST_01636,더_뉴_파사트_2012_2019,기타 독일차,기타 독일차,True
TEST_01637,MKC_2015_2018,미국,미국,True
TEST_01638,니로_2017_2019,기아,기아,True
TEST_01639,쿠퍼_클럽맨_2016_2024,기타 독일차,기타 독일차,True
TEST_01640,RAV4_2016_2018,일본/프랑스,일본/프랑스,True
TEST_01641,올_뉴_카니발_2015_2019,기아,기아,True
TEST_01642,뉴_A6_2015_2018,기타 독일차,기타 독일차,True
TEST_01643,말리부_2012_2016,미국,미국,True
TEST_01644,뉴_ES300h_2016_2018,일본/프랑스,일본/프랑스,True
TEST_01645,SM3_네오_2015_2019,일본/프랑스,일본/프랑스,True
TEST_01646,아베오_2012_2016,미국,미국,True
TEST_01647,올_뉴_모닝_JA_2017_2020,기아,기아,True
TEST_01648,더_올뉴G80_2021_2024,현대,현대,True
TEST_01649,A5_F5_2019_2024,기타 독일차,기타 독일차,True
TEST_01650,더_뉴_코나_2021_2023,현대,현대,True
TEST_01651,3시리즈_E90_2005_2012,BMW,BMW,True
TEST_01652,G_클래스_W463_2009_2017,벤츠,벤츠,True
TEST_01653,티볼리_에어_2021_2022,기타,기타,True
TEST_01654,아이오닉5_2022_2023,현대,현대,True
TEST_01655,S90_2021_2025,유럽 프리미엄,유럽 프리미엄,True
TEST_01656,쿠퍼_컨트리맨_2016_2024,기타 독일차,기타 독일차,True
TEST_01657,아반떼_N_2022_2023,현대,현대,True
TEST_01658,콰트로포르테_2014_2016,유럽 프리미엄,유럽 프리미엄,True
TEST_01659,6시리즈_GT_G32_2021_2024,BMW,BMW,True
TEST_01660,투싼_NX4_2021_2023,현대,현대,True
TEST_01661,EV6_2022_2024,기아,기아,True
TEST_01662,스포티지_4세대_2016_2018,기아,기아,True
TEST_01663,e_트론_2020_2023,기타 독일차,기타 독일차,True
TEST_01664,아반떼_AD_2016_2018,현대,현대,True
TEST_01665,그랜저_HG_2011_2014,현대,현대,True
TEST_01666,Q30_2017_2019,일본/프랑스,일본/프랑스,True
TEST_01667,레인지로버_4세대_2018_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_01668,ES300h_7세대_2019_2026,일본/프랑스,일본/프랑스,True
TEST_01669,올_뉴_말리부_2017_2018,미국,미국,True
TEST_01670,QM3_2014_2017,일본/프랑스,일본/프랑스,True
TEST_01671,QM6_2017_2019,일본/프랑스,일본/프랑스,True
TEST_01672,익스플로러_2018_2019,미국,미국,True
TEST_01673,X6_G06_2020_2023,BMW,BMW,True
TEST_01674,4시리즈_F32_2014_2020,BMW,BMW,True
TEST_01675,올란도_2012_2018,미국,미국,True
TEST_01676,라브4_5세대_2019_2024,일본/프랑스,일본/프랑스,True
TEST_01677,알티마_2017_2018,일본/프랑스,일본/프랑스,True
TEST_01678,캐스퍼_2022_2024,현대,현대,True
TEST_01679,뉴_A6_2012_2014,기타 독일차,기타 독일차,True
TEST_01680,6시리즈_GT_G32_2021_2024,BMW,BMW,True
TEST_01681,파일럿_3세대_2016_2018,일본/프랑스,일본/프랑스,True
TEST_01682,SM7_뉴아트_2008_2011,일본/프랑스,일본/프랑스,True
TEST_01683,F150_2004_2021,미국,미국,True
TEST_01684,7시리즈_G70_2023_2025,BMW,BMW,True
TEST_01685,EQA_H243_2021_2024,벤츠,벤츠,True
TEST_01686,X7_G07_2019_2022,BMW,BMW,True
TEST_01687,더_뉴_아이오닉_하이브리드_2020,현대,현대,True
TEST_01688,3시리즈_G20_2023_2025,BMW,BMW,True
TEST_01689,올_뉴_투싼_TL_2019_2020,현대,현대,True
TEST_01690,i30_PD_2017_2018,현대,현대,True
TEST_01691,XC40_2019_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_01692,CLE_클래스_C236_2024_2025,벤츠,벤츠,True
TEST_01693,EV9_2024_2025,기아,기아,True
TEST_01694,1시리즈_F20_2016_2019,BMW,BMW,True
TEST_01695,몬데오_4세대_2015_2020,미국,미국,True
TEST_01696,올_뉴_렉스턴_2021_2025,기타,기타,True
TEST_01697,모하비_더_마스터_2020_2024,기아,기아,True
TEST_01698,더_넥스트_스파크_2016_2018,미국,미국,True
TEST_01699,X1_F48_2016_2019,BMW,BMW,True
TEST_01700,더_뉴_쏘렌토_4세대_2024_2025,기아,기아,True
TEST_01701,더_K9_2019_2021,기아,기아,True
TEST_01702,GLB_클래스_X247_2020_2023,벤츠,벤츠,True
TEST_01703,XJ_8세대_2010_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_01704,S_클래스_W222_2014_2020,벤츠,벤츠,True
TEST_01705,머스탱_2015_2023,미국,미국,True
TEST_01706,A4_B9_2020_2024,기타 독일차,기타 독일차,True
TEST_01707,S90_2017_2020,유럽 프리미엄,유럽 프리미엄,True
TEST_01708,라브4_5세대_2019_2024,일본/프랑스,일본/프랑스,True
TEST_01709,S60_3세대_2020_2024,유럽 프리미엄,유럽 프리미엄,True
TEST_01710,더_뉴_카니발_4세대_2024_2025,기아,기아,True
TEST_01711,에스컬레이드_5세대_2021_2024,미국,미국,True
TEST_01712,파일럿_3세대_2016_2018,일본/프랑스,일본/프랑스,True
TEST_01713,G4_렉스턴_2018_2020,기타,기타,True
TEST_01714,디스커버리_스포츠_2015_2019,유럽 프리미엄,유럽 프리미엄,True
TEST_01715,G70_2018_2020,제네시스,제네시스,True
TEST_01716,쿠퍼_컨버터블_2016_2024,기타 독일차,기타 독일차,True
TEST_01717,5시리즈_G60_2024_2025,BMW,BMW,True
TEST_01718,K5_하이브리드_3세대_2020_2023,기아,기아,True
TEST_01719,아반떼_하이브리드_CN7_2021_2023,현대,현대,True
TEST_01720,투아렉_3세대_2020_2023,기타 독일차,기타 독일차,True
TEST_01721,마칸_2019_2021,기타 독일차,기타 독일차,True
TEST_01722,몬데오_4세대_2015_2020,미국,미국,True
TEST_01723,쿠퍼_컨버터블_2016_2024,기타 독일차,기타 독일차,True
TEST_01724,르반떼_2017_2022,유럽 프리미엄,유럽 프리미엄,True
TEST_01725,XF_X260_2016_2020,유럽 프리미엄,유럽 프리미엄,True
TEST_01726,올_뉴_쏘렌토_2015_2017,기아,기아,True
TEST_01727,타이칸_2021_2025,기타 독일차,기타 독일차,True
TEST_01728,S_클래스_W223_2021_2025,벤츠,벤츠,True
TEST_01729,뉴_CC_2012_2016,일본/프랑스,기타 독일차,False
TEST_01730,올_뉴_K7_하이브리드_2017_2019,기아,기아,True
TEST_01731,컴패스_2세대_2018_2022,미국,미국,True
TEST_01732,4시리즈_F32_2014_2020,BMW,BMW,True
TEST_01733,더_넥스트_스파크_2016_2018,미국,미국,True
TEST_01734,3시리즈_G20_2019_2022,BMW,BMW,True
TEST_01735,GLC_클래스_X253_2017_2019,벤츠,벤츠,True
TEST_01736,X5_G05_2019_2023,BMW,BMW,True
TEST_01737,5시리즈_GT_F07_2010_2017,BMW,BMW,True
TEST_01738,더_뉴_쏘렌토_2018_2020,기아,기아,True
TEST_01739,더_뉴_레이_2018_2022,기아,기아,True
TEST_01740,올_뉴_쏘렌토_2015_2017,기아,기아,True
TEST_01741,X4_G02_2022_2025,BMW,BMW,True
TEST_01742,더_뉴_싼타페_2021_2023,현대,현대,True
TEST_01743,E_클래스_W214_2024_2025,벤츠,벤츠,True
TEST_01744,디_올_뉴_스포티지_2022_2024,기아,기아,True
TEST_01745,더_뉴_팰리세이드_2023_2024,현대,현대,True
