클래스명,이미지경로,RGB,색상범주,비율(%),총픽셀수
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0051.jpg,"(np.int64(37), np.int64(30), np.int64(33))",Black,68.0,7963
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0052.jpg,"(np.int64(36), np.int64(31), np.int64(34))",Black,46.7,2397
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0053.jpg,"(np.int64(52), np.int64(31), np.int64(32))",Black,47.8,2311
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0054.jpg,"(np.int64(34), np.int64(29), np.int64(33))",Black,47.9,3239
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0055.jpg,"(np.int64(45), np.int64(24), np.int64(26))",Black,49.9,2366
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0056.jpg,"(np.int64(196), np.int64(198), np.int64(210))",Silver,58.6,4292
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0057.jpg,"(np.int64(198), np.int64(200), np.int64(211))",Silver,66.0,5982
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0058.jpg,"(np.int64(39), np.int64(36), np.int64(38))",Black,35.2,4237
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0059.jpg,"(np.int64(197), np.int64(198), np.int64(209))",Silver,50.5,4833
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0060.jpg,"(np.int64(53), np.int64(25), np.int64(36))",Black,30.9,15083
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0061.jpg,"(np.int64(60), np.int64(24), np.int64(34))",Black,57.6,16508
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0062.jpg,"(np.int64(48), np.int64(20), np.int64(32))",Black,36.9,13264
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0063.jpg,"(np.int64(56), np.int64(15), np.int64(26))",Black,57.0,15617
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0064.jpg,"(np.int64(211), np.int64(215), np.int64(229))",White,37.6,12072
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0065.jpg,"(np.int64(169), np.int64(171), np.int64(187))",Silver,41.9,12686
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0066.jpg,"(np.int64(214), np.int64(217), np.int64(231))",White,43.2,10383
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0067.jpg,"(np.int64(167), np.int64(168), np.int64(183))",Silver,43.6,10155
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0068.jpg,"(np.int64(88), np.int64(92), np.int64(95))",Gray,34.1,2218
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0069.jpg,"(np.int64(126), np.int64(126), np.int64(129))",Gray,41.8,3429
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0070.jpg,"(np.int64(42), np.int64(40), np.int64(41))",Black,44.3,2460
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0071.jpg,"(np.int64(76), np.int64(75), np.int64(78))",Gray,40.3,2865
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0072.jpg,"(np.int64(81), np.int64(85), np.int64(79))",Gray,48.1,5695
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0073.jpg,"(np.int64(83), np.int64(88), np.int64(82))",Gray,37.8,7816
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0074.jpg,"(np.int64(40), np.int64(38), np.int64(39))",Black,38.1,4943
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0075.jpg,"(np.int64(88), np.int64(93), np.int64(86))",Gray,36.7,9645
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0076.jpg,"(np.int64(68), np.int64(74), np.int64(71))",Gray,43.2,4822
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0077.jpg,"(np.int64(78), np.int64(84), np.int64(81))",Gray,54.6,5844
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0078.jpg,"(np.int64(39), np.int64(37), np.int64(36))",Black,34.3,3460
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0079.jpg,"(np.int64(87), np.int64(92), np.int64(88))",Gray,43.0,5468
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0080.jpg,"(np.int64(42), np.int64(40), np.int64(41))",Black,34.2,1349
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0081.jpg,"(np.int64(56), np.int64(25), np.int64(27))",Black,37.1,1505
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0082.jpg,"(np.int64(44), np.int64(40), np.int64(38))",Black,35.1,1616
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0083.jpg,"(np.int64(48), np.int64(76), np.int64(107))",Purple,33.8,9794
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0084.jpg,"(np.int64(120), np.int64(141), np.int64(159))",Blue,37.8,13302
6시리즈_F12_2011_2018,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_F12_2011_2018\6시리즈_F12_2011_2018_0085.jpg,"(np.int64(125), np.int64(146), np.int64(164))",Blue,43.7,16926
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0000.jpg,"(np.int64(136), np.int64(140), np.int64(147))",Gray,57.1,7798
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0001.jpg,"(np.int64(143), np.int64(145), np.int64(152))",Gray,30.7,5202
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0002.jpg,"(np.int64(133), np.int64(137), np.int64(143))",Gray,46.6,9402
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0003.jpg,"(np.int64(161), np.int64(188), np.int64(218))",White,34.5,12779
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0004.jpg,"(np.int64(39), np.int64(37), np.int64(41))",Black,46.5,3631
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0005.jpg,"(np.int64(46), np.int64(31), np.int64(35))",Black,42.6,4963
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0006.jpg,"(np.int64(92), np.int64(98), np.int64(110))",Gray,38.3,10902
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0007.jpg,"(np.int64(40), np.int64(28), np.int64(31))",Black,55.2,2678
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0008.jpg,"(np.int64(30), np.int64(34), np.int64(49))",Black,51.3,15695
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0009.jpg,"(np.int64(44), np.int64(25), np.int64(27))",Black,45.1,2275
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0010.jpg,"(np.int64(63), np.int64(58), np.int64(59))",Black,40.2,8557
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0011.jpg,"(np.int64(201), np.int64(204), np.int64(220))",White,30.0,12243
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0012.jpg,"(np.int64(199), np.int64(204), np.int64(223))",White,35.4,14015
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0013.jpg,"(np.int64(42), np.int64(34), np.int64(39))",Black,34.9,8594
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0014.jpg,"(np.int64(186), np.int64(188), np.int64(199))",Silver,50.1,6804
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0015.jpg,"(np.int64(31), np.int64(31), np.int64(35))",Black,35.9,3412
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0016.jpg,"(np.int64(40), np.int64(27), np.int64(29))",Black,54.6,2730
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0017.jpg,"(np.int64(57), np.int64(53), np.int64(62))",Black,35.1,9863
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0018.jpg,"(np.int64(93), np.int64(93), np.int64(92))",Gray,31.8,7509
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0019.jpg,"(np.int64(33), np.int64(29), np.int64(36))",Black,44.5,11178
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0020.jpg,"(np.int64(30), np.int64(29), np.int64(38))",Black,54.9,5896
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0021.jpg,"(np.int64(40), np.int64(36), np.int64(43))",Black,34.3,15864
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0022.jpg,"(np.int64(28), np.int64(29), np.int64(36))",Black,33.5,12378
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0023.jpg,"(np.int64(37), np.int64(31), np.int64(38))",Black,39.5,13895
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0024.jpg,"(np.int64(42), np.int64(28), np.int64(32))",Black,33.0,8680
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0025.jpg,"(np.int64(32), np.int64(27), np.int64(34))",Black,52.8,10944
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0026.jpg,"(np.int64(33), np.int64(32), np.int64(38))",Black,64.3,6324
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0027.jpg,"(np.int64(32), np.int64(30), np.int64(37))",Black,40.6,3339
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0028.jpg,"(np.int64(39), np.int64(24), np.int64(33))",Black,31.5,11029
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0029.jpg,"(np.int64(157), np.int64(158), np.int64(167))",Silver,35.5,10764
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0030.jpg,"(np.int64(43), np.int64(43), np.int64(47))",Black,67.8,2042
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0031.jpg,"(np.int64(94), np.int64(81), np.int64(92))",Gray,36.7,13731
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0032.jpg,"(np.int64(202), np.int64(208), np.int64(224))",White,41.1,11368
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0033.jpg,"(np.int64(194), np.int64(200), np.int64(216))",Silver,39.1,13056
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0034.jpg,"(np.int64(37), np.int64(37), np.int64(42))",Black,58.9,11884
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0035.jpg,"(np.int64(35), np.int64(29), np.int64(43))",Black,55.1,11895
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0036.jpg,"(np.int64(158), np.int64(158), np.int64(171))",Silver,34.3,12015
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0037.jpg,"(np.int64(31), np.int64(30), np.int64(36))",Black,43.0,7547
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0038.jpg,"(np.int64(79), np.int64(77), np.int64(79))",Gray,29.6,5124
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0039.jpg,"(np.int64(36), np.int64(30), np.int64(34))",Black,67.6,5374
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0040.jpg,"(np.int64(45), np.int64(24), np.int64(25))",Black,45.5,2072
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0041.jpg,"(np.int64(29), np.int64(27), np.int64(34))",Black,57.3,6766
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0042.jpg,"(np.int64(46), np.int64(42), np.int64(50))",Black,43.0,9312
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0043.jpg,"(np.int64(29), np.int64(30), np.int64(36))",Black,43.8,10585
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0044.jpg,"(np.int64(28), np.int64(28), np.int64(46))",Black,48.5,10003
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0045.jpg,"(np.int64(29), np.int64(25), np.int64(42))",Black,50.6,8764
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0046.jpg,"(np.int64(33), np.int64(34), np.int64(38))",Black,74.1,1997
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0047.jpg,"(np.int64(27), np.int64(27), np.int64(30))",Black,55.5,1855
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0048.jpg,"(np.int64(110), np.int64(110), np.int64(122))",Gray,37.8,10286
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0049.jpg,"(np.int64(47), np.int64(38), np.int64(46))",Black,39.3,9349
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0050.jpg,"(np.int64(38), np.int64(31), np.int64(39))",Black,54.9,11990
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0051.jpg,"(np.int64(34), np.int64(30), np.int64(35))",Black,56.0,7549
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0052.jpg,"(np.int64(32), np.int64(32), np.int64(35))",Black,51.2,5127
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0053.jpg,"(np.int64(104), np.int64(99), np.int64(98))",Gray,50.1,6448
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0054.jpg,"(np.int64(198), np.int64(196), np.int64(208))",Silver,32.0,5979
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0055.jpg,"(np.int64(38), np.int64(30), np.int64(32))",Black,44.3,6802
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0056.jpg,"(np.int64(144), np.int64(147), np.int64(157))",Silver,38.7,6139
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0057.jpg,"(np.int64(110), np.int64(113), np.int64(120))",Gray,35.3,8481
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0058.jpg,"(np.int64(126), np.int64(129), np.int64(140))",Gray,34.6,9146
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0059.jpg,"(np.int64(35), np.int64(32), np.int64(43))",Black,43.7,11851
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0060.jpg,"(np.int64(36), np.int64(34), np.int64(47))",Black,57.7,12019
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0061.jpg,"(np.int64(34), np.int64(35), np.int64(36))",Black,40.1,9860
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0062.jpg,"(np.int64(41), np.int64(37), np.int64(44))",Black,62.9,10482
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0063.jpg,"(np.int64(33), np.int64(32), np.int64(33))",Black,61.6,1485
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0064.jpg,"(np.int64(39), np.int64(29), np.int64(31))",Black,71.3,3726
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0065.jpg,"(np.int64(194), np.int64(202), np.int64(208))",Silver,33.7,7098
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0066.jpg,"(np.int64(175), np.int64(175), np.int64(187))",Silver,49.4,4690
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0067.jpg,"(np.int64(35), np.int64(33), np.int64(31))",Black,42.5,2349
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0068.jpg,"(np.int64(38), np.int64(29), np.int64(30))",Black,65.5,4638
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0069.jpg,"(np.int64(35), np.int64(27), np.int64(28))",Black,62.5,6277
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0070.jpg,"(np.int64(91), np.int64(94), np.int64(99))",Gray,42.6,12577
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0071.jpg,"(np.int64(39), np.int64(35), np.int64(38))",Black,50.6,3048
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0072.jpg,"(np.int64(35), np.int64(34), np.int64(37))",Black,67.2,6311
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0073.jpg,"(np.int64(30), np.int64(30), np.int64(33))",Black,52.8,7840
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0074.jpg,"(np.int64(105), np.int64(111), np.int64(118))",Gray,27.7,9824
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0075.jpg,"(np.int64(34), np.int64(32), np.int64(37))",Black,34.1,5981
6시리즈_GT_G32_2018_2020,C:\Users\tjdwn\OneDrive\Desktop\hectoData\open\train\6시리즈_GT_G32_2018_2020\6시리즈_GT_G32_2018_2020_0076.jpg,"(np.int64(45), np.int64(27), np.int64(31))",Black,44.1,7436
